Delay [ns]	Avg StS	0204 Delay[ns]	0204 StS	0205 Delay[ns]	0205 StS	0206 Delay[ns]	0206 StS	0207 Delay[ns]	0207 StS	0208 Delay[ns]	0208 StS	0209 Delay[ns]	0209 StS	0210 Delay[ns]	0210 StS	0211 Delay[ns]	0211 StS
-1.525000e+00	1.329395e+07	-1.525000e+00	9.496736e+07	-1.525000e+00	4.002724e+07	-1.525000e+00	-2.231356e+07	-1.525000e+00	-3.929565e+07	-1.525000e+00	-3.034513e+07	-1.525000e+00	2.130462e+07	-1.525000e+00	-1.867471e+07	-1.525000e+00	6.068146e+07
-1.500000e+00	-2.206842e+07	-1.500000e+00	1.122794e+07	-1.500000e+00	-7.156889e+07	-1.500000e+00	-4.931626e+07	-1.500000e+00	1.681072e+07	-1.500000e+00	-6.038356e+07	-1.500000e+00	-1.745902e+07	-1.500000e+00	-7.897815e+06	-1.500000e+00	2.039550e+06
-1.475000e+00	1.100449e+07	-1.475000e+00	3.462207e+07	-1.475000e+00	-7.963678e+07	-1.475000e+00	-8.970855e+05	-1.475000e+00	1.028627e+07	-1.475000e+00	4.882074e+06	-1.475000e+00	-9.733536e+05	-1.475000e+00	2.078660e+07	-1.475000e+00	9.896611e+07
-1.450000e+00	1.307179e+07	-1.450000e+00	9.026442e+06	-1.450000e+00	5.002077e+07	-1.450000e+00	2.431176e+07	-1.450000e+00	6.570154e+06	-1.450000e+00	-9.815214e+06	-1.450000e+00	2.726901e+07	-1.450000e+00	6.822672e+07	-1.450000e+00	-7.103535e+07
-1.425000e+00	3.656464e+06	-1.425000e+00	1.839404e+07	-1.425000e+00	6.231618e+07	-1.425000e+00	-4.190050e+07	-1.425000e+00	-6.607009e+06	-1.425000e+00	-3.423772e+07	-1.425000e+00	1.859012e+07	-1.425000e+00	-3.880457e+07	-1.425000e+00	5.150117e+07
-1.400000e+00	-7.950230e+06	-1.400000e+00	-4.696684e+07	-1.400000e+00	2.593344e+06	-1.400000e+00	9.007942e+06	-1.400000e+00	-1.041732e+07	-1.400000e+00	-5.467992e+07	-1.400000e+00	8.234668e+07	-1.400000e+00	4.228731e+07	-1.400000e+00	-8.777304e+07
-1.350000e+00	-1.111139e+07	-1.350000e+00	5.616729e+07	-1.350000e+00	-3.733279e+07	-1.350000e+00	-4.539673e+06	-1.350000e+00	1.042920e+07	-1.350000e+00	-1.855982e+06	-1.350000e+00	-8.546160e+07	-1.350000e+00	-1.353878e+08	-1.350000e+00	1.090902e+08
-1.250000e+00	1.576998e+07	-1.250000e+00	1.005538e+07	-1.250000e+00	6.165252e+07	-1.250000e+00	-7.181930e+07	-1.250000e+00	1.709337e+07	-1.250000e+00	2.129011e+07	-1.250000e+00	1.055658e+07	-1.250000e+00	3.113873e+07	-1.250000e+00	4.619241e+07
-1.150000e+00	-2.051955e+07	-1.150000e+00	2.781222e+07	-1.150000e+00	-5.984673e+07	-1.150000e+00	-1.809816e+06	-1.150000e+00	1.414214e+07	-1.150000e+00	-8.912700e+07	-1.150000e+00	-1.070598e+07	-1.150000e+00	4.033123e+06	-1.150000e+00	-4.865432e+07
-1.050000e+00	-6.314455e+06	-1.050000e+00	5.056654e+06	-1.050000e+00	3.597671e+07	-1.050000e+00	7.121052e+07	-1.050000e+00	-4.761632e+06	-1.050000e+00	-3.152989e+07	-1.050000e+00	-5.479446e+07	-1.050000e+00	-1.608274e+07	-1.050000e+00	-5.559080e+07
-7.500000e-01	8.120124e+06	-7.500000e-01	6.409217e+07	-7.500000e-01	2.628595e+06	-7.500000e-01	-9.723095e+07	-7.500000e-01	2.878630e+06	-7.500000e-01	1.407137e+08	-7.500000e-01	-5.076292e+07	-7.500000e-01	-6.940537e+07	-7.500000e-01	7.204714e+07
-4.500000e-01	4.187499e+06	-4.500000e-01	2.964353e+07	-4.500000e-01	-4.420081e+07	-4.500000e-01	-4.467739e+07	-4.500000e-01	6.021202e+07	-4.500000e-01	8.652056e+07	-4.500000e-01	-9.122217e+07	-4.500000e-01	1.330213e+07	-4.500000e-01	2.392212e+07
-4.500000e-01	6.438384e+07	-4.500000e-01	7.357722e+07	-4.500000e-01	1.486278e+08	-4.500000e-01	2.816588e+07	-4.500000e-01	2.021873e+07	-4.500000e-01	4.929472e+07	-4.500000e-01	8.720968e+07	-4.500000e-01	1.627142e+07	-4.500000e-01	9.170523e+07
-1.500000e-01	-2.155844e+07	-1.500000e-01	-9.158315e+07	-1.500000e-01	-1.144660e+07	-1.500000e-01	6.826835e+06	-1.500000e-01	-3.174082e+07	-1.500000e-01	1.053631e+07	-1.500000e-01	-4.959300e+06	-1.500000e-01	-1.734607e+07	-1.500000e-01	-3.275476e+07
1.500000e-01	1.075316e+07	1.500000e-01	7.466877e+07	1.500000e-01	2.046715e+07	1.500000e-01	1.098227e+08	1.500000e-01	-2.952088e+07	1.500000e-01	-2.117628e+07	1.500000e-01	-7.930230e+07	1.500000e-01	1.524224e+07	1.500000e-01	-4.176117e+06
2.500000e-01	-1.532715e+07	2.500000e-01	-3.129088e+07	2.500000e-01	-8.527958e+07	2.500000e-01	2.048750e+07	2.500000e-01	1.835459e+07	2.500000e-01	1.047868e+07	2.500000e-01	-1.386959e+07	2.500000e-01	8.125204e+06	2.500000e-01	-4.962316e+07
3.500000e-01	8.290027e+06	3.500000e-01	1.000931e+07	3.500000e-01	8.412131e+07	3.500000e-01	3.878195e+07	3.500000e-01	1.078844e+02	3.500000e-01	1.064952e+06	3.500000e-01	2.987285e+06	3.500000e-01	-2.356712e+07	3.500000e-01	-4.707758e+07
4.000000e-01	-5.786080e+06	4.000000e-01	-1.666152e+07	4.000000e-01	5.101047e+07	4.000000e-01	-3.908255e+07	4.000000e-01	-1.427464e+07	4.000000e-01	-7.406717e+06	4.000000e-01	-3.900012e+07	4.000000e-01	-1.334532e+07	4.000000e-01	3.247176e+07
4.250000e-01	-1.307017e+07	4.250000e-01	-8.225317e+07	4.250000e-01	-3.440344e+06	4.250000e-01	1.077626e+07	4.250000e-01	-1.834080e+07	4.250000e-01	-1.481280e+07	4.250000e-01	1.897270e+07	4.250000e-01	-4.585008e+07	4.250000e-01	3.038684e+07
4.500000e-01	-1.717801e+07	4.500000e-01	-2.105807e+07	4.500000e-01	-1.379678e+07	4.500000e-01	-4.523637e+07	4.500000e-01	-5.915328e+07	4.500000e-01	-6.325827e+07	4.500000e-01	4.207072e+07	4.500000e-01	1.039100e+07	4.500000e-01	1.261700e+07
4.750000e-01	1.008871e+07	4.750000e-01	-3.708505e+07	4.750000e-01	1.492316e+07	4.750000e-01	1.374145e+07	4.750000e-01	5.765655e+07	4.750000e-01	2.574023e+07	4.750000e-01	4.034867e+06	4.750000e-01	-1.640230e+07	4.750000e-01	1.810079e+07
5.000000e-01	-8.280464e+06	5.000000e-01	-5.060214e+07	5.000000e-01	3.485646e+06	5.000000e-01	-4.931283e+06	5.000000e-01	-4.926762e+07	5.000000e-01	4.691481e+07	5.000000e-01	-5.050863e+06	5.000000e-01	-2.262532e+07	5.000000e-01	1.583306e+07
5.250000e-01	-2.877363e+07	5.250000e-01	-2.693035e+07	5.250000e-01	2.916918e+07	5.250000e-01	2.472352e+07	5.250000e-01	-5.033410e+07	5.250000e-01	-1.016150e+08	5.250000e-01	-7.090066e+07	5.250000e-01	-2.059573e+07	5.250000e-01	-1.370589e+07
5.500000e-01	2.517492e+07	5.500000e-01	-8.088382e+07	5.500000e-01	3.140839e+07	5.500000e-01	3.171775e+07	5.500000e-01	5.254252e+07	5.500000e-01	2.364812e+07	5.500000e-01	1.006082e+08	5.500000e-01	6.182694e+06	5.500000e-01	3.617552e+07
5.750000e-01	-7.573912e+05	5.750000e-01	2.488824e+07	5.750000e-01	-4.007490e+06	5.750000e-01	5.014098e+07	5.750000e-01	-2.178283e+07	5.750000e-01	-1.928191e+07	5.750000e-01	-8.143001e+07	5.750000e-01	1.349223e+07	5.750000e-01	3.192166e+07
6.000000e-01	5.694550e+05	6.000000e-01	2.040342e+07	6.000000e-01	-2.381221e+07	6.000000e-01	5.257963e+07	6.000000e-01	-9.049761e+07	6.000000e-01	-1.295902e+07	6.000000e-01	-1.515767e+07	6.000000e-01	3.669929e+07	6.000000e-01	3.729981e+07
6.500000e-01	3.202235e+07	6.500000e-01	-1.248230e+07	6.500000e-01	6.591811e+07	6.500000e-01	1.299297e+07	6.500000e-01	6.669663e+07	6.500000e-01	7.910960e+07	6.500000e-01	1.026060e+06	6.500000e-01	6.738459e+07	6.500000e-01	-2.446684e+07
7.500000e-01	2.031572e+07	7.500000e-01	1.474161e+07	7.500000e-01	5.726664e+06	7.500000e-01	3.704122e+07	7.500000e-01	1.981964e+07	7.500000e-01	9.069791e+07	7.500000e-01	2.001981e+06	7.500000e-01	-1.044717e+06	7.500000e-01	-6.458508e+06
8.500000e-01	-2.181992e+07	8.500000e-01	1.481755e+07	8.500000e-01	-4.265784e+07	8.500000e-01	2.794893e+07	8.500000e-01	7.249524e+06	8.500000e-01	-2.596996e+07	8.500000e-01	-1.421365e+07	8.500000e-01	-4.910028e+07	8.500000e-01	-9.263361e+07
9.500000e-01	-1.750438e+06	9.500000e-01	5.468823e+07	9.500000e-01	-9.946277e+07	9.500000e-01	2.917201e+07	9.500000e-01	-6.793151e+07	9.500000e-01	-5.300453e+07	9.500000e-01	2.140012e+07	9.500000e-01	6.460715e+07	9.500000e-01	3.652780e+07
1.250000e+00	1.320900e+07	1.250000e+00	-2.164796e+07	1.250000e+00	5.493828e+07	1.250000e+00	4.405405e+07	1.250000e+00	8.422040e+06	1.250000e+00	7.605098e+06	1.250000e+00	1.119092e+07	1.250000e+00	-8.442514e+07	1.250000e+00	8.553473e+07
1.550000e+00	-3.244757e+07	1.550000e+00	-4.121477e+07	1.550000e+00	-5.341270e+07	1.550000e+00	4.016640e+06	1.550000e+00	-1.050695e+06	1.550000e+00	-5.967426e+07	1.550000e+00	-1.193055e+08	1.550000e+00	5.085906e+07	1.550000e+00	-3.979832e+07
1.550000e+00	1.474372e+08	1.550000e+00	2.473770e+08	1.550000e+00	1.528572e+08	1.550000e+00	1.035094e+08	1.550000e+00	6.427415e+07	1.550000e+00	1.385846e+08	1.550000e+00	1.239638e+08	1.550000e+00	1.469452e+08	1.550000e+00	2.019859e+08
1.850000e+00	1.560156e+08	1.850000e+00	2.108876e+08	1.850000e+00	1.857043e+08	1.850000e+00	2.720210e+08	1.850000e+00	6.813688e+07	1.850000e+00	1.072898e+08	1.850000e+00	1.341246e+08	1.850000e+00	1.403098e+08	1.850000e+00	1.296510e+08
2.150000e+00	1.543222e+08	2.150000e+00	2.018094e+08	2.150000e+00	1.760939e+08	2.150000e+00	2.521439e+08	2.150000e+00	1.735880e+08	2.150000e+00	1.495267e+08	2.150000e+00	1.128563e+08	2.150000e+00	8.000807e+07	2.150000e+00	8.855145e+07
2.250000e+00	1.693548e+08	2.250000e+00	2.064761e+08	2.250000e+00	1.310589e+08	2.250000e+00	1.473235e+08	2.250000e+00	1.502065e+08	2.250000e+00	1.594908e+08	2.250000e+00	1.987225e+08	2.250000e+00	1.973396e+08	2.250000e+00	1.642208e+08
2.350000e+00	1.879348e+08	2.350000e+00	2.777201e+08	2.350000e+00	2.160817e+08	2.350000e+00	1.378149e+08	2.350000e+00	1.765360e+08	2.350000e+00	2.027731e+08	2.350000e+00	1.110122e+08	2.350000e+00	2.031900e+08	2.350000e+00	1.783504e+08
2.400000e+00	1.799247e+08	2.400000e+00	2.499217e+08	2.400000e+00	2.300663e+08	2.400000e+00	1.737105e+08	2.400000e+00	1.201686e+08	2.400000e+00	1.846166e+08	2.400000e+00	1.791020e+08	2.400000e+00	1.555352e+08	2.400000e+00	1.462768e+08
2.425000e+00	1.262463e+08	2.425000e+00	2.948647e+07	2.425000e+00	1.805339e+08	2.425000e+00	1.501813e+08	2.425000e+00	1.464704e+08	2.425000e+00	6.818871e+07	2.425000e+00	1.799069e+08	2.425000e+00	9.849468e+07	2.425000e+00	1.567082e+08
2.450000e+00	1.031427e+08	2.450000e+00	1.703264e+08	2.450000e+00	4.184728e+07	2.450000e+00	1.518584e+08	2.450000e+00	-1.333949e+07	2.450000e+00	6.581718e+07	2.450000e+00	1.635424e+08	2.450000e+00	1.108446e+08	2.450000e+00	1.342452e+08
2.475000e+00	-1.931609e+07	2.475000e+00	-4.215741e+07	2.475000e+00	-1.671873e+07	2.475000e+00	-7.714590e+06	2.475000e+00	2.279991e+07	2.475000e+00	-8.326797e+07	2.475000e+00	-5.109569e+07	2.475000e+00	4.699123e+07	2.475000e+00	-2.336550e+07
2.500000e+00	1.312497e+07	2.500000e+00	5.965307e+07	2.500000e+00	6.870710e+07	2.500000e+00	3.322870e+07	2.500000e+00	1.240965e+07	2.500000e+00	-2.903073e+07	2.500000e+00	-3.188499e+07	2.500000e+00	-1.229730e+07	2.500000e+00	4.214270e+06
2.525000e+00	-4.162089e+07	2.525000e+00	-7.187225e+06	2.525000e+00	-1.050604e+08	2.525000e+00	-2.775250e+07	2.525000e+00	4.143189e+06	2.525000e+00	-6.579416e+07	2.525000e+00	-2.397785e+07	2.525000e+00	-4.931815e+07	2.525000e+00	-5.802001e+07
2.550000e+00	2.347224e+07	2.550000e+00	3.074174e+07	2.550000e+00	-5.504689e+07	2.550000e+00	4.447628e+07	2.550000e+00	4.984518e+07	2.550000e+00	-1.085911e+06	2.550000e+00	1.145400e+06	2.550000e+00	1.007066e+08	2.550000e+00	1.699552e+07
2.575000e+00	-2.183938e+07	2.575000e+00	-1.398418e+08	2.575000e+00	1.920462e+07	2.575000e+00	-2.025205e+07	2.575000e+00	-5.545176e+07	2.575000e+00	4.321737e+06	2.575000e+00	-4.243391e+07	2.575000e+00	2.895860e+07	2.575000e+00	3.077956e+07
2.600000e+00	1.127723e+07	2.600000e+00	-3.097765e+07	2.600000e+00	7.467438e+07	2.600000e+00	3.336387e+06	2.600000e+00	-4.404290e+07	2.600000e+00	2.937109e+07	2.600000e+00	6.814296e+06	2.600000e+00	6.380360e+07	2.600000e+00	-1.276135e+07
2.650000e+00	8.301049e+06	2.650000e+00	5.469896e+07	2.650000e+00	9.107867e+07	2.650000e+00	7.158628e+07	2.650000e+00	-6.095644e+07	2.650000e+00	-3.053520e+07	2.650000e+00	-1.375465e+07	2.650000e+00	4.139822e+06	2.650000e+00	-4.984905e+07
2.750000e+00	-3.540773e+07	2.750000e+00	5.157310e+07	2.750000e+00	-4.392620e+07	2.750000e+00	7.203833e+07	2.750000e+00	-7.264658e+07	2.750000e+00	-3.477531e+07	2.750000e+00	-8.579977e+07	2.750000e+00	-1.418445e+08	2.750000e+00	-2.788089e+07
2.850000e+00	-1.374587e+07	2.850000e+00	3.214323e+07	2.850000e+00	7.502241e+07	2.850000e+00	-3.121692e+07	2.850000e+00	-3.239462e+07	2.850000e+00	-5.447654e+06	2.850000e+00	-6.678506e+07	2.850000e+00	-3.861360e+07	2.850000e+00	-4.267476e+07
2.950000e+00	-3.580462e+07	2.950000e+00	-9.950290e+07	2.950000e+00	-1.192664e+07	2.950000e+00	-8.521737e+07	2.950000e+00	8.430464e+06	2.950000e+00	2.176420e+06	2.950000e+00	-1.219005e+07	2.950000e+00	-4.157465e+06	2.950000e+00	-8.404942e+07
3.250000e+00	-6.416488e+06	3.250000e+00	4.147216e+06	3.250000e+00	3.244490e+07	3.250000e+00	-1.211742e+07	3.250000e+00	-2.123364e+07	3.250000e+00	4.702497e+07	3.250000e+00	-5.173273e+07	3.250000e+00	-1.768924e+07	3.250000e+00	-3.217596e+07
3.550000e+00	5.564470e+07	3.550000e+00	4.201620e+07	3.550000e+00	7.470388e+07	3.550000e+00	5.616514e+07	3.550000e+00	1.751932e+07	3.550000e+00	6.070552e+07	3.550000e+00	8.540844e+07	3.550000e+00	4.254177e+07	3.550000e+00	6.609736e+07
3.850000e+00	1.681245e+08	3.850000e+00	1.724687e+08	3.850000e+00	1.804528e+08	3.850000e+00	1.699237e+08	3.850000e+00	2.252350e+08	3.850000e+00	2.155497e+08	3.850000e+00	4.939923e+07	3.850000e+00	2.073370e+08	3.850000e+00	1.246297e+08
4.150000e+00	1.159861e+08	4.150000e+00	1.785591e+08	4.150000e+00	1.184712e+08	4.150000e+00	1.207522e+08	4.150000e+00	1.718818e+08	4.150000e+00	1.610288e+08	4.150000e+00	8.310688e+07	4.150000e+00	6.059947e+07	4.150000e+00	3.348958e+07
4.250000e+00	1.227448e+08	4.250000e+00	1.059375e+08	4.250000e+00	1.322421e+08	4.250000e+00	6.590409e+07	4.250000e+00	6.660442e+07	4.250000e+00	2.062032e+08	4.250000e+00	7.221765e+07	4.250000e+00	1.889051e+08	4.250000e+00	1.439447e+08
4.350000e+00	1.197014e+08	4.350000e+00	1.314680e+08	4.350000e+00	9.071915e+07	4.350000e+00	1.746916e+08	4.350000e+00	3.162510e+07	4.350000e+00	1.538361e+08	4.350000e+00	2.019309e+08	4.350000e+00	7.711649e+07	4.350000e+00	9.622411e+07
4.400000e+00	1.405472e+08	4.400000e+00	5.534869e+07	4.400000e+00	1.893854e+08	4.400000e+00	7.859617e+07	4.400000e+00	1.524833e+08	4.400000e+00	1.460545e+08	4.400000e+00	1.652380e+08	4.400000e+00	1.096663e+08	4.400000e+00	2.276053e+08
4.425000e+00	1.198566e+08	4.425000e+00	6.191411e+07	4.425000e+00	6.017864e+07	4.425000e+00	1.624494e+08	4.425000e+00	1.397863e+08	4.425000e+00	8.662990e+07	4.425000e+00	1.491272e+08	4.425000e+00	1.657007e+08	4.425000e+00	1.330669e+08
4.450000e+00	1.406918e+08	4.450000e+00	1.571939e+08	4.450000e+00	1.398774e+08	4.450000e+00	1.152930e+08	4.450000e+00	1.568261e+08	4.450000e+00	7.372900e+07	4.450000e+00	1.483778e+08	4.450000e+00	1.907060e+08	4.450000e+00	1.435313e+08
4.475000e+00	1.280950e+08	4.475000e+00	1.121708e+08	4.475000e+00	1.104657e+08	4.475000e+00	1.796142e+08	4.475000e+00	1.243755e+08	4.475000e+00	1.266706e+08	4.475000e+00	9.788035e+07	4.475000e+00	2.042539e+08	4.475000e+00	6.932907e+07
4.500000e+00	1.065730e+08	4.500000e+00	1.925996e+08	4.500000e+00	3.388529e+06	4.500000e+00	8.903379e+07	4.500000e+00	1.084587e+08	4.500000e+00	1.235945e+08	4.500000e+00	1.275885e+08	4.500000e+00	1.325533e+08	4.500000e+00	7.536731e+07
4.525000e+00	1.342141e+08	4.525000e+00	1.515422e+08	4.525000e+00	1.734635e+08	4.525000e+00	1.726751e+08	4.525000e+00	1.953166e+08	4.525000e+00	1.344559e+08	4.525000e+00	8.237928e+07	4.525000e+00	1.016280e+08	4.525000e+00	6.225259e+07
4.550000e+00	1.297844e+08	4.550000e+00	1.006793e+08	4.550000e+00	1.027828e+08	4.550000e+00	1.163977e+08	4.550000e+00	9.305744e+07	4.550000e+00	1.093328e+08	4.550000e+00	1.454392e+08	4.550000e+00	1.891814e+08	4.550000e+00	1.814044e+08
4.575000e+00	1.246162e+08	4.575000e+00	1.462665e+08	4.575000e+00	1.655793e+08	4.575000e+00	7.016212e+07	4.575000e+00	5.545219e+07	4.575000e+00	1.627732e+08	4.575000e+00	6.175933e+07	4.575000e+00	2.195101e+08	4.575000e+00	1.154266e+08
4.600000e+00	9.883190e+07	4.600000e+00	6.949290e+07	4.600000e+00	-4.532328e+06	4.600000e+00	1.693765e+08	4.600000e+00	1.001138e+08	4.600000e+00	1.521116e+08	4.600000e+00	-2.201194e+07	4.600000e+00	1.289052e+08	4.600000e+00	1.971995e+08
4.650000e+00	1.036736e+08	4.650000e+00	6.173146e+07	4.650000e+00	1.364800e+08	4.650000e+00	1.516352e+08	4.650000e+00	2.226849e+08	4.650000e+00	8.633659e+07	4.650000e+00	-3.731910e+06	4.650000e+00	-2.522554e+06	4.650000e+00	1.767753e+08
4.750000e+00	1.100060e+08	4.750000e+00	1.101626e+08	4.750000e+00	1.228127e+08	4.750000e+00	1.085065e+08	4.750000e+00	1.553785e+08	4.750000e+00	1.025569e+08	4.750000e+00	1.229499e+08	4.750000e+00	1.476901e+08	4.750000e+00	9.991035e+06
4.850000e+00	1.236475e+08	4.850000e+00	1.639277e+08	4.850000e+00	2.061529e+08	4.850000e+00	6.771583e+07	4.850000e+00	1.260052e+08	4.850000e+00	1.299923e+08	4.850000e+00	8.023826e+07	4.850000e+00	1.654176e+08	4.850000e+00	4.973022e+07
4.950000e+00	1.425761e+08	4.950000e+00	1.594439e+08	4.950000e+00	1.802849e+08	4.950000e+00	1.077564e+08	4.950000e+00	1.305067e+08	4.950000e+00	1.771254e+08	4.950000e+00	1.861117e+08	4.950000e+00	1.001986e+08	4.950000e+00	9.918154e+07
5.250000e+00	1.339353e+08	5.250000e+00	1.506492e+08	5.250000e+00	2.293824e+07	5.250000e+00	2.514008e+08	5.250000e+00	1.302662e+08	5.250000e+00	1.862509e+08	5.250000e+00	1.089129e+08	5.250000e+00	7.331781e+07	5.250000e+00	1.477463e+08
5.550000e+00	1.230963e+08	5.550000e+00	1.041126e+08	5.550000e+00	1.290843e+08	5.550000e+00	1.049618e+08	5.550000e+00	1.208141e+08	5.550000e+00	1.322774e+08	5.550000e+00	1.353100e+08	5.550000e+00	9.986150e+07	5.550000e+00	1.583488e+08
5.850000e+00	8.392961e+07	5.850000e+00	9.816544e+07	5.850000e+00	8.587177e+07	5.850000e+00	1.016526e+08	5.850000e+00	1.359064e+08	5.850000e+00	7.452414e+07	5.850000e+00	1.180293e+08	5.850000e+00	1.333638e+07	5.850000e+00	4.395084e+07
6.150000e+00	9.893747e+07	6.150000e+00	1.414828e+08	6.150000e+00	8.536722e+07	6.150000e+00	1.624415e+08	6.150000e+00	9.218692e+07	6.150000e+00	7.607997e+07	6.150000e+00	1.082515e+08	6.150000e+00	1.074123e+08	6.150000e+00	1.827752e+07
6.250000e+00	1.252295e+08	6.250000e+00	1.250934e+08	6.250000e+00	1.639407e+08	6.250000e+00	1.407044e+08	6.250000e+00	2.177289e+08	6.250000e+00	1.048884e+08	6.250000e+00	3.029568e+07	6.250000e+00	1.371063e+08	6.250000e+00	8.207822e+07
6.350000e+00	1.181435e+08	6.350000e+00	2.024613e+08	6.350000e+00	5.360873e+07	6.350000e+00	1.092434e+08	6.350000e+00	8.511266e+07	6.350000e+00	1.976503e+08	6.350000e+00	-1.086348e+06	6.350000e+00	1.024371e+08	6.350000e+00	1.957208e+08
6.400000e+00	8.633064e+07	6.400000e+00	4.232148e+07	6.400000e+00	5.496719e+07	6.400000e+00	8.627138e+07	6.400000e+00	1.716448e+08	6.400000e+00	9.387131e+07	6.400000e+00	1.201087e+08	6.400000e+00	2.231056e+06	6.400000e+00	1.192292e+08
6.425000e+00	1.206677e+08	6.425000e+00	1.304033e+08	6.425000e+00	1.434091e+08	6.425000e+00	1.361021e+08	6.425000e+00	1.656736e+08	6.425000e+00	4.452893e+07	6.425000e+00	1.623661e+08	6.425000e+00	7.971008e+07	6.425000e+00	1.031480e+08
6.450000e+00	1.485087e+08	6.450000e+00	1.045123e+08	6.450000e+00	3.969695e+07	6.450000e+00	1.283315e+08	6.450000e+00	1.519155e+08	6.450000e+00	2.007975e+08	6.450000e+00	2.864835e+08	6.450000e+00	1.762084e+08	6.450000e+00	1.001242e+08
6.475000e+00	9.541469e+07	6.475000e+00	1.217915e+08	6.475000e+00	6.134464e+07	6.475000e+00	1.388357e+08	6.475000e+00	1.309209e+08	6.475000e+00	8.597862e+07	6.475000e+00	1.397204e+08	6.475000e+00	1.091854e+08	6.475000e+00	-2.445961e+07
6.500000e+00	1.462505e+08	6.500000e+00	1.961764e+08	6.500000e+00	1.482771e+08	6.500000e+00	1.883880e+08	6.500000e+00	1.739470e+08	6.500000e+00	1.574084e+08	6.500000e+00	1.643814e+08	6.500000e+00	2.461864e+07	6.500000e+00	1.168069e+08
6.525000e+00	1.154419e+08	6.525000e+00	5.737310e+07	6.525000e+00	1.548460e+08	6.525000e+00	1.283781e+08	6.525000e+00	1.492404e+08	6.525000e+00	1.489074e+08	6.525000e+00	1.028220e+08	6.525000e+00	9.985286e+07	6.525000e+00	8.211565e+07
6.550000e+00	1.063358e+08	6.550000e+00	1.544136e+08	6.550000e+00	1.743020e+08	6.550000e+00	1.191135e+08	6.550000e+00	9.111096e+07	6.550000e+00	8.962987e+07	6.550000e+00	8.202729e+07	6.550000e+00	1.098241e+08	6.550000e+00	3.026487e+07
6.575000e+00	1.117932e+08	6.575000e+00	2.258131e+08	6.575000e+00	9.054352e+07	6.575000e+00	8.137801e+07	6.575000e+00	7.206409e+07	6.575000e+00	1.355981e+08	6.575000e+00	1.566564e+08	6.575000e+00	8.457767e+07	6.575000e+00	4.771461e+07
6.600000e+00	1.105140e+08	6.600000e+00	1.113111e+08	6.600000e+00	1.969531e+08	6.600000e+00	1.296163e+08	6.600000e+00	-4.926980e+07	6.600000e+00	1.272735e+08	6.600000e+00	2.167165e+08	6.600000e+00	1.095310e+08	6.600000e+00	4.198025e+07
6.650000e+00	1.105750e+08	6.650000e+00	6.440738e+07	6.650000e+00	2.422278e+07	6.650000e+00	1.695273e+08	6.650000e+00	1.973313e+08	6.650000e+00	1.729573e+08	6.650000e+00	1.415894e+08	6.650000e+00	5.527801e+07	6.650000e+00	5.928675e+07
6.750000e+00	1.263884e+08	6.750000e+00	1.765392e+08	6.750000e+00	1.897087e+08	6.750000e+00	1.488075e+08	6.750000e+00	1.196915e+08	6.750000e+00	4.653847e+07	6.750000e+00	8.058559e+07	6.750000e+00	1.702317e+08	6.750000e+00	7.900486e+07
6.850000e+00	1.122654e+08	6.850000e+00	1.539830e+08	6.850000e+00	1.768733e+08	6.850000e+00	1.576968e+07	6.850000e+00	1.935232e+08	6.850000e+00	9.225434e+07	6.850000e+00	3.533928e+07	6.850000e+00	8.236656e+07	6.850000e+00	1.480136e+08
6.950000e+00	1.030600e+08	6.950000e+00	1.215841e+08	6.950000e+00	9.480048e+07	6.950000e+00	1.144515e+08	6.950000e+00	1.213870e+08	6.950000e+00	9.117306e+07	6.950000e+00	1.254486e+08	6.950000e+00	7.409124e+07	6.950000e+00	8.154410e+07
7.250000e+00	1.225983e+08	7.250000e+00	2.109551e+08	7.250000e+00	1.262441e+08	7.250000e+00	7.171313e+07	7.250000e+00	5.670711e+07	7.250000e+00	1.266697e+08	7.250000e+00	1.927235e+08	7.250000e+00	1.198027e+08	7.250000e+00	7.597093e+07
7.550000e+00	1.223520e+08	7.550000e+00	1.067464e+08	7.550000e+00	1.206862e+08	7.550000e+00	1.274094e+08	7.550000e+00	8.473128e+07	7.550000e+00	1.389468e+08	7.550000e+00	1.235085e+08	7.550000e+00	1.124049e+08	7.550000e+00	1.643826e+08
7.850000e+00	7.127239e+07	7.850000e+00	1.140940e+07	7.850000e+00	1.476107e+08	7.850000e+00	1.834169e+07	7.850000e+00	1.924277e+07	7.850000e+00	4.397517e+06	7.850000e+00	2.193934e+08	7.850000e+00	9.798176e+07	7.850000e+00	5.180187e+07
8.150000e+00	7.931929e+07	8.150000e+00	2.650637e+07	8.150000e+00	1.619847e+08	8.150000e+00	7.203635e+07	8.150000e+00	1.805930e+07	8.150000e+00	1.448896e+08	8.150000e+00	7.707190e+07	8.150000e+00	6.655103e+06	8.150000e+00	1.273510e+08
8.250000e+00	8.829161e+07	8.250000e+00	1.525992e+08	8.250000e+00	8.793522e+07	8.250000e+00	1.752258e+08	8.250000e+00	7.017113e+07	8.250000e+00	5.799369e+07	8.250000e+00	7.702824e+07	8.250000e+00	-6.653984e+06	8.250000e+00	9.203361e+07
